model,fpr,tpr
Logistic Regression,0.9113628790403199,0.9857142857142858
Logistic Regression,0.9210263245584805,0.9857142857142858
Logistic Regression,0.9210263245584805,0.9885714285714285
Logistic Regression,0.923025658113962,0.9885714285714285
Logistic Regression,0.923025658113962,0.9914285714285714
Logistic Regression,0.9250249916694435,0.9914285714285714
Logistic Regression,0.9250249916694435,0.9942857142857143
Logistic Regression,0.9283572142619126,0.9942857142857143
Logistic Regression,0.9283572142619126,0.9971428571428571
Logistic Regression,0.9400199933355549,0.9971428571428571
Logistic Regression,0.9400199933355549,1.0
Logistic Regression,1.0,1.0
Decision Tree,0.0,0.0
Decision Tree,0.0,0.24571428571428572
Decision Tree,0.0026657780739753416,0.32857142857142857
Decision Tree,0.003998667110963012,0.3628571428571429
Decision Tree,0.004665111629456847,0.38571428571428573
Decision Tree,0.016661112962345886,0.44857142857142857
Decision Tree,0.0753082305898034,0.5914285714285714
Decision Tree,0.09130289903365545,0.6
Decision Tree,0.5418193935354881,0.9228571428571428
Decision Tree,0.5464845051649451,0.9228571428571428
Decision Tree,0.6497834055314895,0.9485714285714286
Decision Tree,0.6834388537154282,0.9571428571428572
Decision Tree,0.9606797734088637,1.0
Decision Tree,1.0,1.0
