employee_id,department,legacy_entity_code,role_level,hipo_flag,tenure_months,tenure_bucket,survey_response_rate,dt_probability,lr_probability
E03529,Technology,NovaCorp-Origin,3,0,292,20+y,1.0,0.4110309131193106,0.3779636567145241
E00593,Technology,NovaCorp-Origin,2,0,433,20+y,1.0,0.4110309131193106,0.3779253910466927
E04891,Technology,NovaCorp-Origin,1,1,227,10-20y,1.0,0.4110309131193106,0.3779046095267018
E03763,Risk & Compliance,NovaCorp-Origin,1,0,282,20+y,1.0,0.4110309131193106,0.37789933245369556
E13297,Retail Banking,NovaCorp-Origin,1,0,10,<1y,1.0,0.4110309131193106,0.37785808462124426
E07440,Retail Banking,NovaCorp-Origin,1,0,98,5-10y,1.0,0.4110309131193106,0.37785240740681825
E07543,Insurance,NovaCorp-Origin,1,0,93,5-10y,1.0,0.4110309131193106,0.37782187281887325
E03413,Risk & Compliance,NovaCorp-Origin,1,0,298,20+y,1.0,0.4110309131193106,0.37774267844138787
E06588,Corporate Operations,NovaCorp-Origin,1,0,140,10-20y,1.0,0.4110309131193106,0.3777166275722474
E02043,Insurance,NovaCorp-Origin,2,0,363,20+y,1.0,0.4110309131193106,0.3776941184952339
E02376,Risk & Compliance,NovaCorp-Origin,2,0,347,20+y,1.0,0.4110309131193106,0.37765763006859376
E10550,Wealth Management,Entity_A,1,0,28,2-3y,1.0,0.4110309131193106,0.3775957893925992
E04136,Technology,NovaCorp-Origin,1,0,263,20+y,1.0,0.4110309131193106,0.3775934986918785
E08324,Risk & Compliance,NovaCorp-Origin,1,0,55,3-5y,1.0,0.4110309131193106,0.3775849412861991
E01897,Insurance,NovaCorp-Origin,2,0,370,20+y,1.0,0.4110309131193106,0.3775126668778946
E00894,Corporate Operations,NovaCorp-Origin,2,0,419,20+y,1.0,0.4110309131193106,0.37749607507058974
E01682,Insurance,NovaCorp-Origin,3,0,380,20+y,1.0,0.4110309131193106,0.3774267588618023
E11173,Wealth Management,NovaCorp-Origin,1,0,23,1-2y,1.0,0.4110309131193106,0.3774257504643015
E03911,Risk & Compliance,NovaCorp-Origin,1,0,275,20+y,1.0,0.4110309131193106,0.3773413899060119
E02429,Retail Banking,NovaCorp-Origin,2,0,345,20+y,1.0,0.4110309131193106,0.3773168115838771
E04842,Wealth Management,NovaCorp-Origin,1,0,230,10-20y,1.0,0.4110309131193106,0.3772407877295021
E13290,Insurance,NovaCorp-Origin,1,0,10,<1y,1.0,0.4110309131193106,0.37723419181098145
E07212,Technology,NovaCorp-Origin,1,0,108,5-10y,1.0,0.4110309131193106,0.377224254400465
E01446,Insurance,NovaCorp-Origin,2,0,392,20+y,1.0,0.4110309131193106,0.37715405470177743
E07984,Retail Banking,NovaCorp-Origin,1,0,72,5-10y,1.0,0.4110309131193106,0.3771327979712139
E01673,Wealth Management,NovaCorp-Origin,3,0,381,20+y,1.0,0.4110309131193106,0.377097731803514
E05797,Risk & Compliance,NovaCorp-Origin,1,0,180,10-20y,1.0,0.4110309131193106,0.3770551748632227
E01538,Risk & Compliance,NovaCorp-Origin,2,0,388,20+y,1.0,0.4110309131193106,0.37691182636742704
E03120,Insurance,NovaCorp-Origin,2,0,312,20+y,1.0,0.4110309131193106,0.37688825674753923
E04000,Wealth Management,NovaCorp-Origin,1,0,270,20+y,1.0,0.4110309131193106,0.37686919212469056
E02876,Risk & Compliance,NovaCorp-Origin,2,0,323,20+y,1.0,0.4110309131193106,0.3768558388061457
E13206,Risk & Compliance,NovaCorp-Origin,1,0,15,1-2y,1.0,0.4110309131193106,0.3768370729437907
E02197,Technology,NovaCorp-Origin,2,0,356,20+y,1.0,0.4110309131193106,0.37680438777220876
E08023,Corporate Operations,NovaCorp-Origin,1,0,70,5-10y,1.0,0.4110309131193106,0.376801482134722
E05134,Risk & Compliance,NovaCorp-Origin,1,0,215,10-20y,1.0,0.4110309131193106,0.3767663255302288
E03618,Insurance,NovaCorp-Origin,1,0,288,20+y,1.0,0.4110309131193106,0.3766903828623617
E08555,Retail Banking,NovaCorp-Origin,1,0,45,3-5y,1.0,0.4110309131193106,0.37665139067545356
E00293,Insurance,NovaCorp-Origin,2,0,447,20+y,1.0,0.4110309131193106,0.37664029079836375
E03416,Risk & Compliance,NovaCorp-Origin,4,0,298,20+y,1.0,0.4110309131193106,0.37658568755907157
E09583,Technology,Entity_A,1,1,31,2-3y,1.0,0.4110309131193106,0.3765191828264461
E06731,Risk & Compliance,NovaCorp-Origin,1,0,133,10-20y,1.0,0.4110309131193106,0.3765095178112915
E08804,Risk & Compliance,Entity_A,1,0,33,2-3y,1.0,0.4110309131193106,0.376458719411667
E02749,Retail Banking,NovaCorp-Origin,2,0,330,20+y,1.0,0.4110309131193106,0.3764082050921693
E02257,Wealth Management,NovaCorp-Origin,2,0,353,20+y,1.0,0.4110309131193106,0.37640468386451614
E04949,Retail Banking,NovaCorp-Origin,1,0,224,10-20y,1.0,0.4110309131193106,0.37640036188399795
E07909,Technology,NovaCorp-Origin,1,0,76,5-10y,1.0,0.4110309131193106,0.37639992839469666
E06202,Corporate Operations,NovaCorp-Origin,1,0,158,10-20y,1.0,0.4110309131193106,0.3763794781229039
E14301,Corporate Operations,NovaCorp-Origin,1,0,7,<1y,1.0,0.4110309131193106,0.3763493446104158
E02868,Corporate Operations,NovaCorp-Origin,2,0,324,20+y,1.0,0.4110309131193106,0.37634575066698994
E03047,Insurance,NovaCorp-Origin,2,0,315,20+y,1.0,0.4110309131193106,0.3762313095633677
E04702,Insurance,NovaCorp-Origin,1,0,236,10-20y,1.0,0.4110309131193106,0.37618155966434835
E07446,Corporate Operations,NovaCorp-Origin,1,0,97,5-10y,1.0,0.4110309131193106,0.37615058789309674
E05612,Insurance,NovaCorp-Origin,1,0,189,10-20y,1.0,0.4110309131193106,0.3760585551239985
E05239,Technology,NovaCorp-Origin,1,0,209,10-20y,1.0,0.4110309131193106,0.37604116662160675
E03228,Insurance,NovaCorp-Origin,2,0,307,20+y,1.0,0.4110309131193106,0.3759573805367272
E01990,Risk & Compliance,NovaCorp-Origin,2,0,365,20+y,1.0,0.4110309131193106,0.3759454417990247
E09180,Wealth Management,Entity_A,1,0,32,2-3y,1.0,0.4110309131193106,0.37592718864218855
E12269,Risk & Compliance,Entity_B,1,0,17,1-2y,1.0,0.4110309131193106,0.3758731276128523
E05793,Risk & Compliance,NovaCorp-Origin,1,0,180,10-20y,1.0,0.4110309131193106,0.3758135573048037
E06454,Insurance,NovaCorp-Origin,1,0,146,10-20y,1.0,0.4110309131193106,0.37573331643792596
E10214,Wealth Management,Entity_A,1,0,29,2-3y,1.0,0.4110309131193106,0.37573237204079807
E13211,Risk & Compliance,NovaCorp-Origin,1,0,15,1-2y,1.0,0.4110309131193106,0.3756288858124801
E00055,Corporate Operations,NovaCorp-Origin,2,0,459,20+y,1.0,0.4110309131193106,0.3755588556861584
E01909,Retail Banking,NovaCorp-Origin,3,0,369,20+y,1.0,0.4110309131193106,0.3755026674531875
E04242,Risk & Compliance,NovaCorp-Origin,1,0,258,20+y,1.0,0.4110309131193106,0.37548131381412897
E05092,Retail Banking,NovaCorp-Origin,1,0,217,10-20y,1.0,0.4110309131193106,0.37545749041187
E00933,Technology,NovaCorp-Origin,2,0,417,20+y,1.0,0.4110309131193106,0.3753972499980711
E01295,Corporate Operations,NovaCorp-Origin,2,0,400,20+y,1.0,0.4110309131193106,0.3752647371237956
E03350,Technology,NovaCorp-Origin,2,1,300,20+y,1.0,0.4110309131193106,0.375235618383466
E09506,Risk & Compliance,Entity_A,1,0,31,2-3y,1.0,0.4110309131193106,0.3752289605470922
E01801,Retail Banking,NovaCorp-Origin,2,0,374,20+y,1.0,0.4110309131193106,0.3751022378992309
E07853,Technology,NovaCorp-Origin,1,0,79,5-10y,1.0,0.4110309131193106,0.3750804725990155
E01254,Wealth Management,NovaCorp-Origin,2,0,402,20+y,1.0,0.4110309131193106,0.37507123947070825
E08374,Corporate Operations,NovaCorp-Origin,1,0,53,3-5y,1.0,0.4110309131193106,0.3750703579314445
E00855,Insurance,NovaCorp-Origin,3,0,421,20+y,1.0,0.4110309131193106,0.37481780269284437
E12175,Corporate Operations,Entity_B,1,0,18,1-2y,1.0,0.4110309131193106,0.3748093281641256
E00877,Insurance,NovaCorp-Origin,3,0,420,20+y,1.0,0.4110309131193106,0.37477857920458796
E13918,Insurance,NovaCorp-Origin,1,0,7,<1y,1.0,0.4110309131193106,0.37476069212751184
E06002,Insurance,NovaCorp-Origin,1,0,167,10-20y,1.0,0.4110309131193106,0.37470946367280394
E05398,Risk & Compliance,NovaCorp-Origin,1,0,200,10-20y,1.0,0.4110309131193106,0.37469395364246627
E08347,Retail Banking,NovaCorp-Origin,1,0,54,3-5y,1.0,0.4110309131193106,0.3746724911547239
E03033,Corporate Operations,NovaCorp-Origin,2,0,316,20+y,1.0,0.4110309131193106,0.37461846189985415
E00507,Technology,NovaCorp-Origin,2,1,438,20+y,1.0,0.4110309131193106,0.3746168968074674
E00308,Insurance,NovaCorp-Origin,3,0,446,20+y,1.0,0.4110309131193106,0.37454285172237894
E02076,Technology,NovaCorp-Origin,2,0,361,20+y,1.0,0.4110309131193106,0.37452713203640847
E02036,Corporate Operations,NovaCorp-Origin,2,0,363,20+y,1.0,0.4110309131193106,0.374508367343236
E08532,Technology,NovaCorp-Origin,1,0,46,3-5y,1.0,0.4110309131193106,0.3745042568732669
E10662,Risk & Compliance,Entity_A,3,0,28,2-3y,1.0,0.4110309131193106,0.3744298826195575
E05744,Insurance,NovaCorp-Origin,1,0,183,10-20y,1.0,0.4110309131193106,0.3744282324979365
E07029,Insurance,NovaCorp-Origin,1,0,118,5-10y,1.0,0.4110309131193106,0.37437983521606444
E00952,Insurance,NovaCorp-Origin,3,0,416,20+y,1.0,0.4110309131193106,0.3743583374997647
E02570,Technology,NovaCorp-Origin,2,0,338,20+y,1.0,0.4110309131193106,0.3743139304399898
E09913,Technology,Entity_A,1,0,30,2-3y,1.0,0.4110309131193106,0.37427882263080187
E07467,Risk & Compliance,NovaCorp-Origin,1,0,97,5-10y,1.0,0.4110309131193106,0.37420565951460066
E04531,Insurance,NovaCorp-Origin,1,0,244,20+y,1.0,0.4110309131193106,0.3741956444110098
E07784,Technology,NovaCorp-Origin,1,0,82,5-10y,1.0,0.4110309131193106,0.37405858340424614
E12368,Risk & Compliance,Entity_B,1,0,17,1-2y,1.0,0.4110309131193106,0.3740401602314863
E02317,Risk & Compliance,NovaCorp-Origin,3,0,351,20+y,1.0,0.4110309131193106,0.37397269266406263
E00908,Insurance,NovaCorp-Origin,2,0,418,20+y,1.0,0.4110309131193106,0.37388817228407323
E04832,Technology,NovaCorp-Origin,1,0,230,10-20y,1.0,0.4110309131193106,0.3738090796948124
E02996,Retail Banking,NovaCorp-Origin,4,0,318,20+y,1.0,0.4110309131193106,0.3737804786485898
E07848,Corporate Operations,NovaCorp-Origin,3,0,79,5-10y,1.0,0.4110309131193106,0.37377427430115084
E04216,Executive Leadership,NovaCorp-Origin,2,0,259,20+y,1.0,0.4110309131193106,0.37374353044784636
E01640,Technology,NovaCorp-Origin,2,0,382,20+y,1.0,0.4110309131193106,0.3736324594766563
E03732,Insurance,NovaCorp-Origin,3,0,283,20+y,1.0,0.4110309131193106,0.37360824523860475
E09259,Wealth Management,Entity_A,1,0,31,2-3y,1.0,0.4110309131193106,0.3735266956160207
E04962,Corporate Operations,NovaCorp-Origin,1,0,223,10-20y,1.0,0.4110309131193106,0.37346647929494475
E01002,Risk & Compliance,NovaCorp-Origin,2,0,414,20+y,1.0,0.4110309131193106,0.3734111650623886
E05796,Technology,NovaCorp-Origin,1,0,180,10-20y,1.0,0.4110309131193106,0.37339083301069736
E02169,Technology,NovaCorp-Origin,2,0,357,20+y,1.0,0.4110309131193106,0.37339080840923883
E01200,Corporate Operations,NovaCorp-Origin,2,0,405,20+y,1.0,0.4110309131193106,0.37336601876600745
E08497,Insurance,NovaCorp-Origin,1,0,48,3-5y,1.0,0.4110309131193106,0.37334924396221725
E03706,Wealth Management,NovaCorp-Origin,3,0,284,20+y,1.0,0.4110309131193106,0.37334282005753483
E00458,Risk & Compliance,NovaCorp-Origin,4,0,440,20+y,1.0,0.4110309131193106,0.3733373928696951
E09625,Wealth Management,Entity_A,1,0,30,2-3y,1.0,0.4110309131193106,0.3732951850681363
E04173,Wealth Management,NovaCorp-Origin,1,0,261,20+y,1.0,0.4110309131193106,0.3732882076365003
E07121,Insurance,NovaCorp-Origin,1,0,112,5-10y,1.0,0.4110309131193106,0.3732328991469944
E12321,Corporate Operations,Entity_B,5,0,17,1-2y,1.0,0.4110309131193106,0.37314703095599944
E06060,Technology,NovaCorp-Origin,1,0,164,10-20y,1.0,0.4110309131193106,0.37312461373134076
E02325,Corporate Operations,NovaCorp-Origin,2,0,350,20+y,1.0,0.4110309131193106,0.3730835436753873
E01928,Technology,NovaCorp-Origin,2,0,368,20+y,1.0,0.4110309131193106,0.3730576426850102
E05151,Executive Leadership,NovaCorp-Origin,1,0,214,10-20y,1.0,0.4110309131193106,0.37304187136560873
E07231,Corporate Operations,NovaCorp-Origin,2,0,107,5-10y,1.0,0.4110309131193106,0.3730359902246628
E11131,Technology,NovaCorp-Origin,1,0,25,2-3y,1.0,0.4110309131193106,0.37301919274114476
E06003,Risk & Compliance,NovaCorp-Origin,2,0,167,10-20y,1.0,0.4110309131193106,0.37301855049862714
E11788,Corporate Operations,Entity_B,1,0,18,1-2y,1.0,0.4110309131193106,0.37300096026727314
E00606,Risk & Compliance,NovaCorp-Origin,2,0,433,20+y,1.0,0.4110309131193106,0.37297853943246123
E06895,Insurance,NovaCorp-Origin,1,0,124,10-20y,1.0,0.4110309131193106,0.37293973390672286
E03908,Technology,NovaCorp-Origin,1,0,275,20+y,1.0,0.4110309131193106,0.3729368416755387
E08397,Technology,NovaCorp-Origin,1,0,52,3-5y,1.0,0.4110309131193106,0.3729084902203413
E11569,Wealth Management,Entity_B,1,0,19,1-2y,1.0,0.4110309131193106,0.37287410180969977
E04762,Technology,NovaCorp-Origin,1,0,234,10-20y,1.0,0.4110309131193106,0.37277778170201176
E06194,Insurance,NovaCorp-Origin,1,0,158,10-20y,1.0,0.4110309131193106,0.37272342011401116
E12868,Technology,Entity_B,1,1,16,1-2y,1.0,0.4110309131193106,0.3727133858418464
E00303,Wealth Management,NovaCorp-Origin,2,0,447,20+y,1.0,0.4110309131193106,0.3727017233316962
E01774,Insurance,NovaCorp-Origin,3,0,376,20+y,1.0,0.4110309131193106,0.3725795797925813
E06163,Insurance,NovaCorp-Origin,1,0,160,10-20y,1.0,0.4110309131193106,0.3725515279875414
E07707,Retail Banking,NovaCorp-Origin,1,0,85,5-10y,1.0,0.4110309131193106,0.37247042095396676
E08275,Technology,NovaCorp-Origin,1,0,57,3-5y,1.0,0.4110309131193106,0.3724598780716231
E11220,Technology,NovaCorp-Origin,3,0,21,1-2y,1.0,0.4110309131193106,0.3724325733739375
E04259,Technology,NovaCorp-Origin,3,1,257,20+y,1.0,0.4110309131193106,0.3723115131130185
E02340,Insurance,NovaCorp-Origin,2,0,349,20+y,1.0,0.4110309131193106,0.37224723024917517
E01545,Retail Banking,NovaCorp-Origin,2,0,387,20+y,1.0,0.4110309131193106,0.3722073422449832
E03749,Insurance,NovaCorp-Origin,3,0,282,20+y,1.0,0.4110309131193106,0.3721789739394359
E11221,Technology,NovaCorp-Origin,1,0,21,1-2y,1.0,0.4110309131193106,0.37214762942322993
E04824,Wealth Management,NovaCorp-Origin,1,0,230,10-20y,1.0,0.4110309131193106,0.3721334132902253
E12144,Corporate Operations,Entity_B,1,0,18,1-2y,1.0,0.4110309131193106,0.3721162697888912
E05050,Insurance,NovaCorp-Origin,1,0,219,10-20y,1.0,0.4110309131193106,0.37209439335874445
E04857,Technology,NovaCorp-Origin,1,0,229,10-20y,1.0,0.4110309131193106,0.3720403673838324
E03418,Technology,NovaCorp-Origin,1,0,298,20+y,1.0,0.4110309131193106,0.37201010328792883
E13208,Retail Banking,NovaCorp-Origin,1,0,15,1-2y,1.0,0.4110309131193106,0.3719968711303576
E09627,Risk & Compliance,Entity_A,1,0,30,2-3y,1.0,0.4110309131193106,0.3719326743678714
E08060,Technology,NovaCorp-Origin,1,0,68,5-10y,1.0,0.4110309131193106,0.3719099572832659
E00948,Risk & Compliance,NovaCorp-Origin,3,0,416,20+y,1.0,0.4110309131193106,0.37190921567741947
E07024,Technology,NovaCorp-Origin,1,0,118,5-10y,1.0,0.4110309131193106,0.37180629792076086
E03406,Technology,NovaCorp-Origin,1,0,298,20+y,1.0,0.4110309131193106,0.3718005592586667
E03555,Wealth Management,NovaCorp-Origin,1,0,291,20+y,1.0,0.4110309131193106,0.37176542210842367
E13175,Insurance,Entity_B,1,1,16,1-2y,1.0,0.4110309131193106,0.3717333191380549
E06237,Retail Banking,NovaCorp-Origin,1,0,156,10-20y,1.0,0.4110309131193106,0.371711735193597
E06452,Retail Banking,NovaCorp-Origin,1,0,146,10-20y,1.0,0.4110309131193106,0.3717086694589651
E07777,Corporate Operations,NovaCorp-Origin,3,0,82,5-10y,1.0,0.4110309131193106,0.3716074376803567
E06555,Wealth Management,NovaCorp-Origin,1,0,141,10-20y,1.0,0.4110309131193106,0.3715923618474246
E04875,Risk & Compliance,NovaCorp-Origin,2,0,227,10-20y,1.0,0.4110309131193106,0.37156314143146263
E10178,Wealth Management,Entity_A,1,0,29,2-3y,1.0,0.4110309131193106,0.371506539700359
E05693,Corporate Operations,NovaCorp-Origin,2,0,186,10-20y,1.0,0.4110309131193106,0.3714894445972692
E05586,Insurance,NovaCorp-Origin,1,0,191,10-20y,1.0,0.4110309131193106,0.37148424182459205
E08114,Retail Banking,NovaCorp-Origin,3,0,65,5-10y,1.0,0.4110309131193106,0.37147767145980903
E07863,Retail Banking,NovaCorp-Origin,4,0,78,5-10y,1.0,0.4110309131193106,0.3714267899276641
E03557,Corporate Operations,NovaCorp-Origin,1,0,291,20+y,1.0,0.4110309131193106,0.3714152808234907
E02327,Retail Banking,NovaCorp-Origin,2,0,350,20+y,1.0,0.4110309131193106,0.371368892662516
E07563,Retail Banking,NovaCorp-Origin,1,0,92,5-10y,1.0,0.4110309131193106,0.3713677651799534
E08909,Risk & Compliance,Entity_A,1,0,32,2-3y,1.0,0.4110309131193106,0.3713631339086941
E06955,Technology,NovaCorp-Origin,1,0,122,10-20y,1.0,0.4110309131193106,0.3712870446484213
E08766,Insurance,NovaCorp-Origin,2,0,34,2-3y,1.0,0.4110309131193106,0.3711964662687383
E04353,Technology,NovaCorp-Origin,1,0,253,20+y,1.0,0.4110309131193106,0.3711652683646502
E01495,Insurance,NovaCorp-Origin,2,0,390,20+y,1.0,0.4110309131193106,0.3711294168547752
E08784,Retail Banking,NovaCorp-Origin,1,0,34,2-3y,1.0,0.4110309131193106,0.3710996376700916
E06587,Risk & Compliance,NovaCorp-Origin,1,0,140,10-20y,1.0,0.4110309131193106,0.37109455262803676
E06526,Insurance,NovaCorp-Origin,1,0,143,10-20y,1.0,0.4110309131193106,0.3710490389286839
E06426,Risk & Compliance,NovaCorp-Origin,1,0,147,10-20y,1.0,0.4110309131193106,0.3709901582400827
E10093,Risk & Compliance,Entity_A,2,0,29,2-3y,1.0,0.4110309131193106,0.37098350396052265
E12229,Risk & Compliance,Entity_B,1,0,17,1-2y,1.0,0.4110309131193106,0.37087974558954395
E09103,Corporate Operations,Entity_A,1,0,32,2-3y,1.0,0.4110309131193106,0.37061365707627947
E07004,Retail Banking,NovaCorp-Origin,2,0,119,5-10y,1.0,0.4110309131193106,0.3705890083130279
E03691,Technology,NovaCorp-Origin,1,0,285,20+y,1.0,0.4110309131193106,0.3705192767997701
E10133,Risk & Compliance,Entity_A,1,0,29,2-3y,1.0,0.4110309131193106,0.3705044502608785
E04650,Retail Banking,NovaCorp-Origin,1,0,238,10-20y,1.0,0.4110309131193106,0.37048809329846405
E07675,Technology,NovaCorp-Origin,2,0,87,5-10y,1.0,0.4110309131193106,0.3704380878924806
E09261,Retail Banking,Entity_A,1,1,31,2-3y,1.0,0.4110309131193106,0.3703140390416292
E03371,Wealth Management,NovaCorp-Origin,2,0,300,20+y,1.0,0.4110309131193106,0.370174363832129
E05782,Retail Banking,NovaCorp-Origin,3,0,180,10-20y,1.0,0.4110309131193106,0.37008510686213786
E02085,Retail Banking,NovaCorp-Origin,2,0,361,20+y,1.0,0.4110309131193106,0.3700717830237982
E05534,Technology,NovaCorp-Origin,3,0,194,10-20y,1.0,0.4110309131193106,0.3699707828519895
E02247,Corporate Operations,NovaCorp-Origin,2,0,354,20+y,1.0,0.4110309131193106,0.3699659003381786
E04726,Insurance,NovaCorp-Origin,1,0,235,10-20y,1.0,0.4110309131193106,0.3698761279416021
E01754,Insurance,NovaCorp-Origin,3,0,377,20+y,1.0,0.4110309131193106,0.36987016802085754
E02353,Corporate Operations,NovaCorp-Origin,2,0,349,20+y,1.0,0.4110309131193106,0.36981317657954127
E11127,Retail Banking,NovaCorp-Origin,2,0,25,2-3y,1.0,0.4110309131193106,0.36979925446411166
E13213,Technology,NovaCorp-Origin,1,0,15,1-2y,1.0,0.4110309131193106,0.3697343332966977
E05611,Wealth Management,NovaCorp-Origin,1,0,190,10-20y,1.0,0.4110309131193106,0.3696969971868424
E02069,Risk & Compliance,NovaCorp-Origin,2,0,362,20+y,1.0,0.4110309131193106,0.36965675361136136
E08913,Risk & Compliance,Entity_A,1,0,32,2-3y,1.0,0.4110309131193106,0.3696362038496561
E04307,Insurance,NovaCorp-Origin,1,0,255,20+y,1.0,0.4110309131193106,0.36950554373973166
E10833,Risk & Compliance,Entity_A,1,0,27,2-3y,1.0,0.4110309131193106,0.3693968827063273
E09340,Risk & Compliance,Entity_A,1,0,31,2-3y,1.0,0.4110309131193106,0.3693454154294738
E10321,Technology,NovaCorp-Origin,3,0,29,2-3y,1.0,0.4110309131193106,0.36934249856661916
E08124,Insurance,NovaCorp-Origin,1,0,65,5-10y,1.0,0.4110309131193106,0.36933867359191697
E07300,Insurance,NovaCorp-Origin,1,0,104,5-10y,1.0,0.4110309131193106,0.3692395738511432
E10231,Risk & Compliance,Entity_A,1,0,29,2-3y,1.0,0.4110309131193106,0.369216975043404
E03591,Retail Banking,NovaCorp-Origin,1,0,289,20+y,1.0,0.4110309131193106,0.36916846571400813
E13088,Corporate Operations,Entity_B,3,0,16,1-2y,1.0,0.4110309131193106,0.3690837199987258
E06205,Insurance,NovaCorp-Origin,1,0,157,10-20y,1.0,0.4110309131193106,0.3690820807184659
E03184,Technology,NovaCorp-Origin,2,0,309,20+y,1.0,0.4110309131193106,0.3689743469865091
E03345,Retail Banking,NovaCorp-Origin,2,0,301,20+y,1.0,0.4110309131193106,0.36892818979118547
E06273,Risk & Compliance,NovaCorp-Origin,1,0,154,10-20y,1.0,0.4110309131193106,0.3689116748710141
E07312,Retail Banking,NovaCorp-Origin,1,0,103,5-10y,1.0,0.4110309131193106,0.3688690783417203
E05443,Retail Banking,NovaCorp-Origin,2,0,198,10-20y,1.0,0.4110309131193106,0.36885987913931695
E12553,Insurance,Entity_B,4,0,17,1-2y,1.0,0.4110309131193106,0.36879788607157415
E01172,Retail Banking,NovaCorp-Origin,2,0,406,20+y,1.0,0.4110309131193106,0.3687953394440764
E04171,Insurance,NovaCorp-Origin,1,0,261,20+y,1.0,0.4110309131193106,0.3687729026111988
E04404,Technology,NovaCorp-Origin,1,0,250,20+y,1.0,0.4110309131193106,0.3686803994528467
E11193,Retail Banking,NovaCorp-Origin,2,0,22,1-2y,1.0,0.4110309131193106,0.3686636049398288
E05218,Corporate Operations,NovaCorp-Origin,2,0,210,10-20y,1.0,0.4110309131193106,0.3686263234930541
E02845,Corporate Operations,NovaCorp-Origin,2,0,324,20+y,1.0,0.4110309131193106,0.36862557179049454
E09161,Corporate Operations,NovaCorp-Origin,3,0,32,2-3y,1.0,0.4110309131193106,0.36860317155232886
E07844,Technology,NovaCorp-Origin,1,0,79,5-10y,1.0,0.4110309131193106,0.368601625238927
E07425,Technology,NovaCorp-Origin,3,0,98,5-10y,1.0,0.4110309131193106,0.3685131886785898
E08703,Risk & Compliance,NovaCorp-Origin,1,0,37,3-5y,1.0,0.4110309131193106,0.3684833836372485
E12188,Risk & Compliance,Entity_B,1,0,18,1-2y,1.0,0.4110309131193106,0.3684806020327304
E08215,Insurance,NovaCorp-Origin,1,0,60,3-5y,1.0,0.4110309131193106,0.36845928338606687
E01029,Corporate Operations,NovaCorp-Origin,2,0,413,20+y,1.0,0.4110309131193106,0.3684502971551761
E03980,Wealth Management,NovaCorp-Origin,1,0,271,20+y,1.0,0.4110309131193106,0.36843383096592763
E02555,Insurance,NovaCorp-Origin,2,0,339,20+y,1.0,0.4110309131193106,0.3684328986859955
E08748,Retail Banking,NovaCorp-Origin,1,0,35,2-3y,1.0,0.4110309131193106,0.3684155567374228
E08705,Retail Banking,NovaCorp-Origin,3,0,37,3-5y,1.0,0.4110309131193106,0.36838090936944784
E03989,Retail Banking,NovaCorp-Origin,1,0,270,20+y,1.0,0.4110309131193106,0.36828190111740416
E11611,Risk & Compliance,Entity_B,2,0,19,1-2y,1.0,0.4110309131193106,0.3682706846339355
E01735,Retail Banking,NovaCorp-Origin,2,0,377,20+y,1.0,0.4110309131193106,0.3682170887323008
E01079,Insurance,NovaCorp-Origin,2,0,410,20+y,1.0,0.4110309131193106,0.3681615600246021
E10417,Corporate Operations,Entity_A,1,0,28,2-3y,1.0,0.4110309131193106,0.3681552963341552
E06381,Retail Banking,NovaCorp-Origin,1,0,149,10-20y,1.0,0.4110309131193106,0.3680356048459897
E02012,Wealth Management,NovaCorp-Origin,2,1,364,20+y,1.0,0.4110309131193106,0.36796071508619
E00958,Technology,NovaCorp-Origin,2,0,416,20+y,1.0,0.4110309131193106,0.3678933918398671
E08076,Risk & Compliance,NovaCorp-Origin,2,0,67,5-10y,1.0,0.4110309131193106,0.3678629673472634
E05295,Technology,NovaCorp-Origin,3,0,205,10-20y,1.0,0.4110309131193106,0.3678342487752665
E03077,Retail Banking,NovaCorp-Origin,2,1,313,20+y,1.0,0.4110309131193106,0.3678210765185543
E07282,Wealth Management,NovaCorp-Origin,1,0,105,5-10y,1.0,0.4110309131193106,0.3677755511012023
E08577,Insurance,NovaCorp-Origin,1,0,44,3-5y,1.0,0.4110309131193106,0.3677539305635215
E08399,Retail Banking,NovaCorp-Origin,1,0,52,3-5y,1.0,0.4110309131193106,0.3677498550198693
E06546,Insurance,NovaCorp-Origin,1,0,142,10-20y,1.0,0.4110309131193106,0.36772354190557044
E08610,Corporate Operations,NovaCorp-Origin,3,0,42,3-5y,1.0,0.4110309131193106,0.36770023674396446
E08247,Risk & Compliance,NovaCorp-Origin,2,0,58,3-5y,1.0,0.4110309131193106,0.36769547084533555
E04124,Technology,NovaCorp-Origin,1,0,263,20+y,1.0,0.4110309131193106,0.3675152310665551
E09989,Technology,NovaCorp-Origin,1,0,29,2-3y,1.0,0.4110309131193106,0.36744549457890013
E11090,Insurance,Entity_A,1,0,27,2-3y,1.0,0.4110309131193106,0.3674250998460847
E08238,Corporate Operations,NovaCorp-Origin,1,0,59,3-5y,1.0,0.4110309131193106,0.3672949152028331
E06849,Risk & Compliance,NovaCorp-Origin,1,0,127,10-20y,1.0,0.4110309131193106,0.36729387098433364
E07072,Corporate Operations,NovaCorp-Origin,1,0,115,5-10y,1.0,0.4110309131193106,0.3672751451530038
E06872,Insurance,NovaCorp-Origin,1,0,125,10-20y,1.0,0.4110309131193106,0.3672744738501347
E08751,Technology,NovaCorp-Origin,3,0,35,2-3y,1.0,0.4110309131193106,0.3672556100623166
E03590,Technology,NovaCorp-Origin,6,0,289,20+y,1.0,0.4110309131193106,0.3672555992271588
